id,user_id,question_id,functions,comment,timestamp
24,57,62,Referring to entities; Comparing within a set; Conveying meaning; Making statements; Describing,,2026-02-10 15:47:11.962085
25,57,63,"Referring to entities; Specifying information; Situating events in time; Situating entities in space; Referring to the acting or experiencing entity, Asking for information",,2026-02-10 15:47:37.397336
26,57,64,Referring to entities; Referring back to entities,,2026-02-10 15:48:01.648085
27,57,65,Referring to the acting or experiencing entity; Referring to self-directed actions; Referring to third-person subjects,,2026-02-10 15:48:27.703966
28,57,66,Referring to entities; Providing detail,,2026-02-10 15:49:00.216475
29,57,67,Expressing quantity,,2026-02-10 15:49:12.141769
30,57,68,Referring to entities; Expressing quantity,,2026-02-10 15:49:27.077649
31,57,69,Expressing degree; Expressing progression; Expressing wishes; Framing or linking information,,2026-02-10 15:50:30.367341
32,57,69,Expressing degree; Expressing progression; Expressing wishes,,2026-02-10 15:50:48.544622
33,57,70,Framing or linking information,,2026-02-10 15:50:58.225508
34,57,71,Referring to entities; Expressing quantity,,2026-02-10 15:51:12.961109
35,57,72,Referring to entities,,2026-02-10 15:51:23.114874
36,57,73,Situating events in time,,2026-02-10 15:51:41.116626
37,57,74,"Referring to actions, states or relations",,2026-02-10 15:51:53.775799
38,57,75,"Referring to actions, states or relations; Expressing preference; Making suggestions",,2026-02-10 15:52:18.895313
39,57,75,"Referring to actions, states or relations; Expressing preference",,2026-02-10 15:52:24.696818
40,57,76,"Expressing preference; Referring to actions, states or relations",,2026-02-10 15:52:30.463948
41,57,77,Describing; Expressing degree; Expressing ability; Expressing preference; Expressing probability,,2026-02-10 15:52:41.986417
42,57,77,Describing; Expressing degree; Expressing ability; Expressing preference; Expressing probability,,2026-02-10 15:52:46.184041
43,57,78,Expressing degree; Reporting information,,2026-02-10 15:52:55.919765
44,57,79,Describing; Situating events in time; Situating events or entities,,2026-02-10 15:53:11.995341
45,57,80,Framing or linking information; Sequencing events; Situating events or entities; Situating entities in space; Situating events in time,"This is too broad. What you can express depends on what the ""word"" is. ",2026-02-10 15:54:39.675966
46,57,81,Asking for information; Requesting,,2026-02-10 15:55:47.081548
47,57,42,Referring to entities; Situating entities in space; Situating events or entities,,2026-02-10 15:55:56.205103
48,57,43,Making statements; Describing; Referring to the acting or experiencing entity,,2026-02-10 15:55:56.21257
49,57,46,Situating entities in space; Expressing beliefs and opinions; Expressing certainty; Expressing condition; Expressing cause,"This is quite broad. Theoretically, you can express a wide range of things by only this construction.
",2026-02-10 15:55:56.220969
50,57,48,Referring to entities; Expressing quantity; Reporting information,,2026-02-10 15:55:56.229026
51,57,44,Referring to entities; Describing; Expressing condition; Expressing degree,,2026-02-10 15:55:56.241519
52,57,50,Describing; Referring to self,,2026-02-10 15:55:56.245713
53,57,52,Situating events or entities; Situating entities in space,,2026-02-10 15:55:56.256264
54,57,53,Situating events or entities; Expressing certainty; Expressing condition; Expressing degree,,2026-02-10 15:55:56.262966
55,57,49,Referring to entities; Expressing possession; Specifying information,,2026-02-10 15:55:56.266056
56,57,54,"Referring to actions, states or relations; Referring to future actions and events; Referring to entities; Referring to impersonal events; Referring to past actions and events",,2026-02-10 15:55:56.277012
57,57,47,Situating entities in space; Expressing certainty; Expressing condition,,2026-02-10 15:55:56.284833
58,57,56,"Referring to present states, events and facts; Expressing evaluation; Expressing hypotheses or inferences",,2026-02-10 15:55:56.289238
59,57,55,"Referring to present states, events and facts; Expressing progression; Expressing beliefs and opinions",,2026-02-10 15:55:56.289556
60,57,57,"Referring to present states, events and facts; Expressing negation; Referring to third-person subjects",,2026-02-10 15:55:56.293399
61,57,58,"Referring to present states, events and facts; Expressing degree",,2026-02-10 15:55:56.302047
1222,61,105,Asking for information; Expressing politeness,"Included 'expressing politeness' because this form can be used to ask for information in a softer way. Compare: ""Where is the train station?"" vs. ""Do you know how to get to the train station?""",2026-02-18 14:44:47.953183
1223,61,106,Referring to impersonal events; Making statements,,2026-02-18 14:44:48.563933
1224,61,107,Expressing degree,,2026-02-18 14:44:49.209685
1225,61,108,Expressing manner,,2026-02-18 14:44:49.86781
1226,61,109,Expressing preference,,2026-02-18 14:44:50.478942
1227,61,110,Referring to future actions and events; Expressing progression,,2026-02-18 14:44:51.403903
1228,61,111,Referring to future actions and events; Expressing politeness; Other: Expressing intent,"'Expressing politeness' is marked because 'shall' sounds softer and more polite than 'will', especially in questions (e.g., ""Shall we go?""). In the English I speak I rarely use 'shall' because it sounds a bit archaic and comically formal, but there are some varieties of English where it's used more regularly because it sounds less direct than 'will'.

I was going to also add 'expressing obligation' because in some contexts, 'shall' implies that the speaker is bound to do whatever they're saying (e.g., ""Our institution shall respect everyone's opinons."" = ""Our institution promises to respect everyone's opinions."") but that's probably more of a C1 communicative function rather than A2.",2026-02-18 14:45:18.824395
1229,61,109,Expressing preference,,2026-02-18 14:45:36.637602
1230,61,110,Referring to future actions and events; Expressing progression; Other: Expressing intent,,2026-02-18 14:45:37.329717
1231,61,111,Referring to future actions and events; Expressing politeness; Other: Expressing intent,"'Expressing politeness' is marked because 'shall' sounds softer and more polite than 'will', especially in questions (e.g., ""Shall we go?""). In the English I speak I rarely use 'shall' because it sounds a bit archaic and comically formal, but there are some varieties of English where it's used more regularly because it sounds less direct than 'will'.

I was going to also add 'expressing obligation' because in some contexts, 'shall' implies that the speaker is bound to do whatever they're saying (e.g., ""Our institution shall respect everyone's opinons."" = ""Our institution promises to respect everyone's opinions."") but that's probably more of a C1 communicative function rather than A2.",2026-02-18 14:45:38.243112
1232,61,112,Referring to future actions and events; Asking for information,,2026-02-18 14:45:40.558509
1233,61,113,Referring to future actions and events; Expressing negation,,2026-02-18 14:45:47.62662
1234,61,114,Other: Referring to actions,,2026-02-18 14:45:49.809462
1235,61,115,Referring to future actions and events; Other: Expressing intent,"Added 'expressing intent' because constructions such as ""I'm going to wear them on holiday."" both refer to the action happening in the future and the speaker's intent to do the action, similarly to 'will' and 'shall'.",2026-02-18 14:46:18.180458
1236,61,116,Asking for information; Referring to future actions and events,,2026-02-18 14:46:39.359396
1237,61,117,Referring to entities,,2026-02-18 14:47:15.512959
1238,61,118,Referring to entities,,2026-02-18 14:47:40.973233
1239,61,119,Referring to entities; Referring to additional or alternative entities,,2026-02-18 14:48:00.55711
1240,61,120,Asking for information,,2026-02-18 14:48:25.093691
1241,61,121,Asking for information,,2026-02-18 14:48:59.567653
1242,61,111,Referring to future actions and events; Expressing politeness; Other: Expressing intent,"'Expressing politeness' is marked because 'shall' sounds softer and more polite than 'will', especially in questions (e.g., ""Shall we go?""). In the English I speak I rarely use 'shall' because it sounds a bit archaic and comically formal, but there are some varieties of English where it's used more regularly because it sounds less direct than 'will'.

I was going to also add 'expressing obligation' because in some contexts, 'shall' implies that the speaker is bound to do whatever they're saying (e.g., ""Our institution shall respect everyone's opinons."" = ""Our institution promises to respect everyone's opinions."") but that's probably more of a C1 communicative function rather than A2.",2026-02-18 14:49:23.186556
1243,61,112,Referring to future actions and events; Asking for information,,2026-02-18 14:49:24.014395
1244,61,113,Referring to future actions and events; Expressing negation,,2026-02-18 14:49:24.809712
1245,61,114,Other: Referring to actions,,2026-02-18 14:49:25.625297
1246,61,115,Referring to future actions and events; Other: Expressing intent,"Added 'expressing intent' because constructions such as ""I'm going to wear them on holiday."" both refer to the action happening in the future and the speaker's intent to do the action, similarly to 'will' and 'shall'.",2026-02-18 14:49:26.840814
1247,61,116,Asking for information; Referring to future actions and events,,2026-02-18 14:49:27.846081
1248,61,117,Referring to entities,,2026-02-18 14:49:28.924466
1249,61,118,Referring to entities,,2026-02-18 14:49:29.967101
1250,61,119,Referring to entities; Referring to additional or alternative entities,,2026-02-18 14:49:30.702301
1251,61,120,Asking for information,,2026-02-18 14:49:32.175559
1252,61,121,Asking for information,,2026-02-18 14:49:33.617614
1253,61,122,Asking for information; Other: Expressing politeness,I included 'expressing politeness' beacause questions asked with modal verbs tend to sounds softer and less direct than questions without modal verbs.,2026-02-18 14:50:24.910217
1254,61,109,Expressing preference,,2026-02-18 14:51:21.495648
1255,61,110,Referring to future actions and events; Expressing progression; Other: Expressing intent,,2026-02-18 14:51:22.202144
1256,61,111,Referring to future actions and events; Expressing politeness; Other: Expressing intent,"'Expressing politeness' is marked because 'shall' sounds softer and more polite than 'will', especially in questions (e.g., ""Shall we go?""). In the English I speak I rarely use 'shall' because it sounds a bit archaic and comically formal, but there are some varieties of English where it's used more regularly because it sounds less direct than 'will'.

I was going to also add 'expressing obligation' because in some contexts, 'shall' implies that the speaker is bound to do whatever they're saying (e.g., ""Our institution shall respect everyone's opinons."" = ""Our institution promises to respect everyone's opinions."") but that's probably more of a C1 communicative function rather than A2.",2026-02-18 14:51:22.849266
1257,61,112,Referring to future actions and events; Asking for information,,2026-02-18 14:51:23.4897
1258,61,113,Referring to future actions and events; Expressing negation,,2026-02-18 14:51:24.15218
1259,61,114,Other: Referring to actions,,2026-02-18 14:51:25.480631
1260,61,115,Referring to future actions and events; Other: Expressing intent,"Added 'expressing intent' because constructions such as ""I'm going to wear them on holiday."" both refer to the action happening in the future and the speaker's intent to do the action, similarly to 'will' and 'shall'.",2026-02-18 14:51:26.658129
1261,61,116,Asking for information; Referring to future actions and events,,2026-02-18 14:51:27.805533
1262,61,117,Referring to entities,,2026-02-18 14:51:31.736714
1263,61,118,Referring to entities,,2026-02-18 14:51:32.684638
62,57,45,Referring to entities; Describing,,2026-02-10 15:55:56.308966
65,57,59,Referring to the acting or experiencing entity; Referring to entities; Referring to third-person subjects; Requesting,,2026-02-10 15:55:56.317079
66,57,62,Referring to entities; Comparing within a set; Conveying meaning; Making statements; Describing,,2026-02-10 15:55:56.322853
73,57,68,Referring to entities; Expressing quantity,,2026-02-10 15:55:56.342533
77,57,73,Situating events in time,,2026-02-10 15:55:56.351015
80,57,75,"Referring to actions, states or relations; Expressing preference",,2026-02-10 15:55:56.353979
82,57,77,Describing; Expressing degree; Expressing ability; Expressing preference; Expressing probability,,2026-02-10 15:55:56.359511
1264,61,119,Referring to entities; Referring to additional or alternative entities,,2026-02-18 14:51:33.450926
63,57,60,Referring to entities; Referring to third-person subjects; Referring back to entities; Expressing quantity,,2026-02-10 15:55:56.311001
64,57,61,Referring to entities; Referring to the affected entity,,2026-02-10 15:55:56.313227
67,57,63,"Referring to entities; Specifying information; Situating events in time; Situating entities in space; Referring to the acting or experiencing entity, Asking for information",,2026-02-10 15:55:56.329382
68,57,64,Referring to entities; Referring back to entities,,2026-02-10 15:55:56.330064
69,57,65,Referring to the acting or experiencing entity; Referring to self-directed actions; Referring to third-person subjects,,2026-02-10 15:55:56.331619
71,57,66,Referring to entities; Providing detail,,2026-02-10 15:55:56.335647
75,57,69,Expressing degree; Expressing progression; Expressing wishes,,2026-02-10 15:55:56.343916
76,57,71,Referring to entities; Expressing quantity,,2026-02-10 15:55:56.345362
78,57,74,"Referring to actions, states or relations",,2026-02-10 15:55:56.352333
79,57,72,Referring to entities,,2026-02-10 15:55:56.353353
81,57,76,"Expressing preference; Referring to actions, states or relations",,2026-02-10 15:55:56.354969
83,57,78,Expressing degree; Reporting information,,2026-02-10 15:55:56.360455
84,57,79,Describing; Situating events in time; Situating events or entities,,2026-02-10 15:55:56.361126
85,57,80,Framing or linking information; Sequencing events; Situating events or entities; Situating entities in space; Situating events in time,"This is too broad. What you can express depends on what the ""word"" is. ",2026-02-10 15:55:56.362077
86,57,82,Describing; Making statements; Expressing contrast; Expressing beliefs and opinions,,2026-02-10 15:55:56.366001
87,57,81,Asking for information; Requesting,,2026-02-10 15:55:56.366537
1265,61,120,Asking for information,,2026-02-18 14:51:34.201073
1266,61,121,Asking for information,,2026-02-18 14:51:34.977695
1267,61,122,"Asking for information; Other: Expressing politeness, requesting","'Expressing politeness' and 'requesting' are two separate functions: questions asked with modal verbs tend to sound softer and less direct than questions without modal verbs, and you can use this form to politely ask someone to do something.",2026-02-18 14:52:52.914472
1268,61,83,Describing,This construct makes the meaning of the adjective more specific. I don't think this is broad enough to be a function of its own so I put it under 'describing'.,2026-02-18 14:53:02.219677
1269,61,84,Other: Expressing degree,,2026-02-18 14:53:02.269248
1270,61,85,Giving directions or instructions; Requesting,,2026-02-18 14:53:02.302288
1276,61,91,Describing; Comparing,,2026-02-18 14:53:02.354438
1277,61,94,Comparing; Describing,,2026-02-18 14:53:02.364123
1278,61,93,Comparing; Describing,,2026-02-18 14:53:02.366728
1279,61,95,Expressing condition,,2026-02-18 14:53:02.369564
1280,61,96,Expressing condition; Giving directions or instructions,,2026-02-18 14:53:02.401904
1282,61,98,Describing; Specifying; Other: Pointing to entities; Referring to entities,"I included 'pointing to entities' and 'referring to entities' because defining relative clauses identify which specific entity/entities is/are being singled out in a set of entities: Out of all people I agree specifically with those who think that Stonehenge is magical, not the ones who don't think that. Out of all the girls this book could be about, this book is about the one that went to war.",2026-02-18 14:53:02.41013
1286,61,102,Pointing to entities; Referring to entities,,2026-02-18 14:53:02.453644
1288,61,104,Expressing quantity,,2026-02-18 14:53:02.458728
1289,61,105,Asking for information; Expressing politeness,"Included 'expressing politeness' because this form can be used to ask for information in a softer way. Compare: ""Where is the train station?"" vs. ""Do you know how to get to the train station?""",2026-02-18 14:53:02.470633
1290,61,106,Referring to impersonal events; Making statements,,2026-02-18 14:53:02.492849
1292,61,109,Expressing preference,,2026-02-18 14:53:02.503087
1294,61,110,Referring to future actions and events; Expressing progression; Other: Expressing intent,,2026-02-18 14:53:02.512262
1295,61,92,Expressing certainty,,2026-02-18 14:53:02.528467
1296,61,111,Referring to future actions and events; Expressing politeness; Other: Expressing intent,"'Expressing politeness' is marked because 'shall' sounds softer and more polite than 'will', especially in questions (e.g., ""Shall we go?""). In the English I speak I rarely use 'shall' because it sounds a bit archaic and comically formal, but there are some varieties of English where it's used more regularly because it sounds less direct than 'will'.

I was going to also add 'expressing obligation' because in some contexts, 'shall' implies that the speaker is bound to do whatever they're saying (e.g., ""Our institution shall respect everyone's opinons."" = ""Our institution promises to respect everyone's opinions."") but that's probably more of a C1 communicative function rather than A2.",2026-02-18 14:53:02.544021
1297,61,112,Referring to future actions and events; Asking for information,,2026-02-18 14:53:02.548965
1298,61,113,Referring to future actions and events; Expressing negation,,2026-02-18 14:53:02.554128
1299,61,115,Referring to future actions and events; Other: Expressing intent,"Added 'expressing intent' because constructions such as ""I'm going to wear them on holiday."" both refer to the action happening in the future and the speaker's intent to do the action, similarly to 'will' and 'shall'.",2026-02-18 14:53:02.561504
1300,61,116,Asking for information; Referring to future actions and events,,2026-02-18 14:53:02.565998
1301,61,117,Referring to entities,,2026-02-18 14:53:02.581313
1302,61,118,Referring to entities,,2026-02-18 14:53:02.588945
1303,61,119,Referring to entities; Referring to additional or alternative entities,,2026-02-18 14:53:02.602026
1305,61,121,Asking for information,,2026-02-18 14:53:02.606073
1355,87,171,"Referring to present states, events and facts",,2026-02-18 16:05:32.880244
1361,87,170,Referring to past actions and events,,2026-02-18 16:05:32.891185
1365,87,176,Asking for information; Referring to past actions and events; Expressing quantity,,2026-02-18 16:05:32.896562
1372,87,184,Referring to entities; Expressing possession; Referring to the acting or experiencing entity,,2026-02-18 16:05:32.904328
1375,87,185,Expressing possession; Referring to entities; Emphasizing the affected entity,,2026-02-18 16:05:32.923609
1378,87,188,Describing; Expressing manner; Expressing negation,,2026-02-18 16:05:32.927497
1381,87,192,"Referring to impersonal events; Referring to actions, events or states",,2026-02-18 16:05:32.930713
1386,87,197,Referring to past events with present relevance; Emphasizing the affected entity,,2026-02-18 16:05:32.934579
1389,87,201,Referring to future actions and events; Referring to third-person subjects,,2026-02-18 16:05:32.940619
1393,87,204,"Referring to actions, events or states; Providing detail; Expressing quantity; Making suggestions",,2026-02-18 16:05:32.945318
1441,81,85,Giving directions or instructions; Requesting; Making suggestions,,2026-02-18 17:20:04.029282
1448,81,94,Describing; Comparing; Referring to the affected entity,,2026-02-18 17:20:04.046377
1457,81,102,Referring to entities; Pointing to entities,,2026-02-18 17:20:04.059207
70,57,51,Referring to entities; Situating entities in space,,2026-02-10 15:55:56.334417
72,57,67,Expressing quantity,,2026-02-10 15:55:56.337787
74,57,70,Framing or linking information,,2026-02-10 15:55:56.343915
88,62,83,Describing,,2026-02-10 16:01:36.720074
89,62,84,Other: expressing degree,,2026-02-10 16:06:04.553205
90,62,85,Giving directions or instructions; Making suggestions; Requesting,,2026-02-10 16:07:22.252908
91,62,86,"Asking for information, Referring to additional or alternative entities; Asking for information; Asking for confirmation; Comparing; Comparing within a set",,2026-02-10 16:09:12.071214
92,62,87,Referring to entities; Expressing quantity,,2026-02-10 16:10:10.335866
93,56,1,Describing; Expressing evaluation,,2026-02-10 21:42:01.32186
94,56,2,Making statements; Conveying meaning & exchanging information,,2026-02-10 21:44:54.281757
95,56,3,Making statements; Conveying meaning & exchanging information,,2026-02-10 21:45:30.132387
96,56,4,Asking for information,,2026-02-10 21:45:54.5163
97,56,5,Describing; Referring to entities,,2026-02-10 21:47:30.754777
98,56,6,Referring to entities; Describing,,2026-02-10 21:48:59.352079
99,56,7,Describing,,2026-02-10 21:50:04.22998
100,56,8,Expressing progression,,2026-02-10 21:52:24.485242
101,56,9,Expressing cause; Framing or linking information,,2026-02-10 21:56:22.750389
102,56,10,Other: Avoiding repetition; Specifying information,,2026-02-10 22:00:46.182386
103,56,11,Making statements; Conveying meaning; Referring to entities; Emphasizing the affected entity; Describing,,2026-02-10 22:03:31.233697
104,56,12,Referring to entities; Describing,,2026-02-10 22:04:08.677945
105,56,13,Expressing degree; Describing,,2026-02-10 22:04:18.024213
106,56,14,Providing detail; Expressing degree,,2026-02-10 22:06:13.06742
107,56,15,Pointing to entities; Referring to entities,,2026-02-10 22:09:18.47196
108,56,16,Referring to entities,,2026-02-10 22:10:52.781062
109,56,17,Expressing frequency; Making statements; Describing,,2026-02-10 22:11:18.978378
110,56,18,Expressing certainty; Other: Expressing frequency,,2026-02-10 22:17:21.733225
111,56,19,Referring to future actions and events,,2026-02-10 22:18:29.919855
112,56,20,Referring to entities,,2026-02-10 22:18:57.479654
113,56,21,Specifying information; Referring to entities,,2026-02-10 22:25:56.623003
114,56,22,Describing; Conveying meaning,,2026-02-10 22:26:07.393143
115,56,23,Describing; Referring to self; Referring to the affected entity; Referring to the acting or experiencing entity,,2026-02-10 22:26:27.987702
116,56,24,Framing or linking information; Referring to entities; Referring to impersonal events,,2026-02-10 22:30:46.439629
117,56,25,"Situating events in time; Specifying information; Referring to actions, states or relations",,2026-02-10 22:31:19.247413
118,56,26,Expressing ability,,2026-02-10 22:32:25.48205
119,56,27,Expressing ability; Expressing negation; Referring to present states events and facts,,2026-02-10 22:36:51.879504
120,56,28,Asking for information,,2026-02-10 22:37:07.264509
121,56,29,Making offers and invitations,,2026-02-10 22:37:58.931462
122,56,30,Situating events in time; Referring to future actions and events,,2026-02-10 22:38:27.381333
123,56,31,Expressing preference; Expressing politeness,,2026-02-10 22:38:48.746996
124,56,32,Describing; Referring to entities,,2026-02-10 22:38:58.410569
125,56,33,Describing; Expressing negation; Making statements; Emphasizing the affected entity; Conveying meaning & exchanging information,,2026-02-10 22:39:19.303411
126,56,34,"Expressing negation; Referring to actions, states or relations",,2026-02-10 22:39:37.369278
127,56,35,Expressing ability; Expressing negation; Making statements,,2026-02-10 22:40:02.713791
128,56,36,Making statements; Expressing negation,,2026-02-10 22:40:42.366476
129,56,37,Expressing negation; Making statements; Describing,,2026-02-10 22:41:01.168858
130,56,38,Making statements; Situating events in time; Conveying meaning,,2026-02-10 22:41:24.330224
131,56,39,Referring to entities; Describing,,2026-02-10 22:41:47.468461
132,56,40,Referring to entities; Expressing certainty,,2026-02-10 22:42:28.868681
133,56,1,Describing; Expressing evaluation,,2026-02-10 22:43:01.459051
134,56,2,Making statements; Conveying meaning & exchanging information,,2026-02-10 22:43:01.624589
135,56,8,Expressing progression,,2026-02-10 22:43:01.736624
136,56,3,Making statements; Conveying meaning & exchanging information,,2026-02-10 22:43:01.790044
137,56,4,Asking for information,,2026-02-10 22:43:01.80428
138,56,6,Referring to entities; Describing,,2026-02-10 22:43:01.809834
139,56,5,Describing; Referring to entities,,2026-02-10 22:43:01.812333
140,56,7,Describing,,2026-02-10 22:43:01.847078
141,56,9,Expressing cause; Framing or linking information,,2026-02-10 22:43:01.873615
142,56,10,Other: Avoiding repetition; Specifying information,,2026-02-10 22:43:01.905473
143,56,13,Expressing degree; Describing,,2026-02-10 22:43:01.931355
144,56,11,Making statements; Conveying meaning; Referring to entities; Emphasizing the affected entity; Describing,,2026-02-10 22:43:01.934834
145,56,12,Referring to entities; Describing,,2026-02-10 22:43:01.935273
146,56,14,Providing detail; Expressing degree,,2026-02-10 22:43:01.964758
147,56,15,Pointing to entities; Referring to entities,,2026-02-10 22:43:02.023315
148,56,16,Referring to entities,,2026-02-10 22:43:02.059438
149,56,17,Expressing frequency; Making statements; Describing,,2026-02-10 22:43:02.090476
150,56,19,Referring to future actions and events,,2026-02-10 22:43:02.105462
151,56,18,Expressing certainty; Other: Expressing frequency,,2026-02-10 22:43:02.106298
152,56,20,Referring to entities,,2026-02-10 22:43:02.135434
153,56,21,Specifying information; Referring to entities,,2026-02-10 22:43:02.145532
154,56,22,Describing; Conveying meaning,,2026-02-10 22:43:02.172299
155,56,23,Describing; Referring to self; Referring to the affected entity; Referring to the acting or experiencing entity,,2026-02-10 22:43:02.202507
156,56,24,Framing or linking information; Referring to entities; Referring to impersonal events,,2026-02-10 22:43:02.202575
157,56,25,"Situating events in time; Specifying information; Referring to actions, states or relations",,2026-02-10 22:43:02.255367
158,56,26,Expressing ability,,2026-02-10 22:43:02.263075
159,56,27,Expressing ability; Expressing negation; Referring to present states events and facts,,2026-02-10 22:43:02.294536
160,56,28,Asking for information,,2026-02-10 22:43:02.356277
161,56,29,Making offers and invitations,,2026-02-10 22:43:02.357546
162,56,30,Situating events in time; Referring to future actions and events,,2026-02-10 22:43:02.358223
163,56,31,Expressing preference; Expressing politeness,,2026-02-10 22:43:02.393943
164,56,32,Describing; Referring to entities,,2026-02-10 22:43:02.442782
165,56,33,Describing; Expressing negation; Making statements; Emphasizing the affected entity; Conveying meaning & exchanging information,,2026-02-10 22:43:02.448113
252,58,78,Expressing degree,,2026-02-11 09:22:28.902097
166,56,34,"Expressing negation; Referring to actions, states or relations",,2026-02-10 22:43:02.457728
168,56,35,Expressing ability; Expressing negation; Making statements,,2026-02-10 22:43:02.472594
169,56,37,Expressing negation; Making statements; Describing,,2026-02-10 22:43:02.671565
170,56,39,Referring to entities; Describing,,2026-02-10 22:43:02.700074
1271,61,86,Other: Presenting alternatives,,2026-02-18 14:53:02.303495
1272,61,87,Expressing quantity,More specifically this expresses the presence or absence of something rather than an exact quantity.,2026-02-18 14:53:02.317154
1273,61,88,Other: Comparing within a set,"This construct points out a unique entity within a set based on the characteristic described by the adjective: e.g., out of all mobile phones in the shop, this one stands out based on its price.",2026-02-18 14:53:02.320322
1274,61,89,Comparing within a set; Comparing,"Similarly to the ""the + ADJ.SUP"" construct, this construct compares entities within a set but relatively rather than by singling out one unique entity like the comparative construction.",2026-02-18 14:53:02.329005
1275,61,90,Other: Referring to past actions and events,"""I have left my suitcase in your house"" is the most straightforward of the examples because it refers to the action of leaving the suitcase being completed in the past.
The second example refers to the duration of time that has passed since some time in the past, rather than a completed action, because of the use of ""been"".
The third example is a bit confusing because ""have you got"" is usually just a synonym for ""have"", but if we take the same form with a different word we also get a construction referring to the past, e.g., ""Have you done your homework?"". I guess you could also say that ""have you got"" implies the getting of the mobile phone at some point in the past?",2026-02-18 14:53:02.353599
1281,61,97,Expressing quantity,,2026-02-18 14:53:02.409709
1291,61,107,Expressing degree,,2026-02-18 14:53:02.502411
1356,87,167,Describing; Providing detail; Expressing evaluation; Expressing degree,,2026-02-18 16:05:32.881333
1358,87,168,Referring to entities; Referring back to entities; Requesting,,2026-02-18 16:05:32.887085
1368,87,177,Sequencing events; Comparing; Referring to past actions and events,,2026-02-18 16:05:32.898382
1370,87,182,Referring to entities; Expressing quantity; Expressing negation,,2026-02-18 16:05:32.902314
1379,87,191,Making statements; Situating entities in space; Situating events in time,,2026-02-18 16:05:32.928611
1385,87,196,"Asking for information; Referring to present states, events and facts",,2026-02-18 16:05:32.933717
1388,87,198,Referring to past events with present relevance; Expressing negation; Providing detail,,2026-02-18 16:05:32.938457
1450,81,95,Expressing condition; Making suggestions,,2026-02-18 17:20:04.046322
1452,81,97,Referring to entities; Expressing quantity,"What would be ""Referring to self"" in this context?",2026-02-18 17:20:04.053848
1454,81,99,Other: See comments,"These are two constructions for me: ""That was ADJ"". (e.g., describing events).  ""After that, PHRASE."" (Sequencing events)",2026-02-18 17:20:04.057371
1458,81,104,Expressing quantity,,2026-02-18 17:20:04.060982
1464,81,110,Referring to future actions and events; Expressing progression; Providing detail,,2026-02-18 17:20:04.069453
1466,81,112,Referring to future actions and events; Asking for information,,2026-02-18 17:20:04.073094
1469,81,114,"Referring to actions, events or states; Conveying meaning",,2026-02-18 17:20:04.075918
1507,81,107,Expressing degree; Other: expressing affection? ,,2026-02-18 17:20:14.460598
1508,81,112,Referring to future actions and events; Asking for information,,2026-02-18 17:20:14.464194
1509,81,113,Referring to future actions and events; Expressing negation; Other: communicate a refusal,,2026-02-18 17:20:14.469731
